Date/Time,Vent Temperature,Ambient Temperature,Temperature Difference,Vent Position,Column5,Column6,Column7,Power Output (W),kWh Output,kWh Total
Fri Feb  3 12:26:36 2017,30.125,-2.187,32.312,TRUE,1708.497,0.327,,1708.497,0.327,0
Fri Feb  3 12:26:39 2017,30.125,-2.187,32.312,TRUE,1708.497,0.328,,1708.497,0.328,0
Fri Feb  3 12:26:41 2017,30.125,-2.187,32.312,TRUE,1708.497,0.328,,1708.497,0.328,0
Fri Feb  3 12:26:44 2017,30.125,-2.187,32.312,TRUE,1708.497,0.328,,1708.497,0.328,0
Fri Feb  3 12:26:47 2017,30.125,-2.187,32.312,TRUE,1708.497,0.328,,1708.497,0.328,0
Fri Feb  3 12:26:50 2017,30.125,-2.187,32.312,TRUE,1708.497,0.329,,1708.497,0.329,0
Fri Feb  3 12:26:52 2017,30.125,-2.187,32.312,TRUE,1708.497,0.329,,1708.497,0.329,0
Fri Feb  3 12:26:55 2017,30.125,-2.187,32.312,TRUE,1708.497,0.329,,1708.497,0.329,0
Fri Feb  3 12:26:58 2017,30.125,-2.187,32.312,TRUE,1708.497,0.33,,1708.497,0.33,0
Fri Feb  3 12:27:01 2017,30.125,-2.187,32.312,TRUE,1708.497,0.33,,1708.497,0.33,0
Fri Feb  3 12:27:03 2017,30.125,-2.187,32.312,TRUE,1708.497,0.33,,1708.497,0.33,0
Fri Feb  3 12:27:06 2017,30.062,-2.187,32.249,TRUE,1705.166,0.33,,1705.166,0.33,0
Fri Feb  3 12:27:09 2017,30.062,-2.187,32.249,TRUE,1705.166,0.331,,1705.166,0.331,0
Fri Feb  3 12:27:12 2017,30.062,-2.187,32.249,TRUE,1705.166,0.331,,1705.166,0.331,0
Fri Feb  3 12:27:15 2017,30.062,-2.187,32.249,TRUE,1705.166,0.331,,1705.166,0.331,0
Fri Feb  3 12:27:17 2017,30.062,-2.187,32.249,TRUE,1705.166,0.332,,1705.166,0.332,0
Fri Feb  3 12:27:20 2017,30.062,-2.187,32.249,TRUE,1705.166,0.332,,1705.166,0.332,0
Fri Feb  3 12:27:23 2017,30.062,-2.187,32.249,TRUE,1705.166,0.332,,1705.166,0.332,0
Fri Feb  3 12:27:26 2017,30.062,-2.187,32.249,TRUE,1705.166,0.332,,1705.166,0.332,0
Fri Feb  3 12:27:28 2017,30.062,-2.187,32.249,TRUE,1705.166,0.333,,1705.166,0.333,0
Fri Feb  3 12:27:31 2017,30.062,-2.25,32.312,TRUE,1708.497,0.333,,1708.497,0.333,0
Fri Feb  3 12:27:34 2017,30.062,-2.187,32.249,TRUE,1705.166,0.333,,1705.166,0.333,0
Fri Feb  3 12:27:37 2017,30.062,-2.187,32.249,TRUE,1705.166,0.333,,1705.166,0.333,0
Fri Feb  3 12:27:39 2017,30.062,-2.187,32.249,TRUE,1705.166,0.334,,1705.166,0.334,0
Fri Feb  3 12:27:42 2017,30.062,-2.187,32.249,TRUE,1705.166,0.334,,1705.166,0.334,0
Fri Feb  3 12:27:45 2017,30.062,-2.187,32.249,TRUE,1705.166,0.334,,1705.166,0.334,0
Fri Feb  3 12:27:48 2017,30.062,-2.187,32.249,TRUE,1705.166,0.335,,1705.166,0.335,0
Fri Feb  3 12:27:51 2017,30.062,-2.125,32.187,TRUE,1701.888,0.335,,1701.888,0.335,0
Fri Feb  3 12:27:53 2017,30.062,-2.125,32.187,TRUE,1701.888,0.335,,1701.888,0.335,0
Fri Feb  3 12:27:56 2017,30.062,-2.125,32.187,TRUE,1701.888,0.336,,1701.888,0.336,0
Fri Feb  3 12:27:59 2017,30.062,-2.187,32.249,TRUE,1705.166,0.336,,1705.166,0.336,0
Fri Feb  3 12:28:02 2017,30.062,-2.187,32.249,TRUE,1705.166,0.336,,1705.166,0.336,0
Fri Feb  3 12:28:04 2017,30.062,-2.125,32.187,TRUE,1701.888,0.336,,1701.888,0.336,0
Fri Feb  3 12:28:07 2017,30.062,-2.125,32.187,TRUE,1701.888,0.337,,1701.888,0.337,0
Fri Feb  3 12:28:10 2017,30.062,-2.125,32.187,TRUE,1701.888,0.337,,1701.888,0.337,0
Fri Feb  3 12:28:13 2017,30.062,-2.125,32.187,TRUE,1701.888,0.337,,1701.888,0.337,0
Fri Feb  3 12:28:16 2017,30,-2.125,32.125,TRUE,1698.609,0.337,,1698.609,0.337,0
Fri Feb  3 12:28:18 2017,30.062,-2.125,32.187,TRUE,1701.888,0.338,,1701.888,0.338,0
Fri Feb  3 12:28:21 2017,30.062,-2.062,32.124,TRUE,1698.557,0.338,,1698.557,0.338,0
Fri Feb  3 12:28:24 2017,30.062,-2.062,32.124,TRUE,1698.557,0.338,,1698.557,0.338,0
Fri Feb  3 12:28:27 2017,30,-2.062,32.062,TRUE,1695.278,0.339,,1695.278,0.339,0
Fri Feb  3 12:28:29 2017,30,-2.062,32.062,TRUE,1695.278,0.339,,1695.278,0.339,0
Fri Feb  3 12:28:32 2017,30,-2.062,32.062,TRUE,1695.278,0.339,,1695.278,0.339,0
Fri Feb  3 12:28:35 2017,30,-2,32,TRUE,1692,0.339,,1692,0.339,0
Fri Feb  3 12:28:38 2017,30.062,-2.062,32.124,TRUE,1698.557,0.34,,1698.557,0.34,0
Fri Feb  3 12:28:40 2017,30.062,-2.062,32.124,TRUE,1698.557,0.34,,1698.557,0.34,0
Fri Feb  3 12:28:43 2017,30,-2.062,32.062,TRUE,1695.278,0.34,,1695.278,0.34,0
Fri Feb  3 12:28:46 2017,30,-2.062,32.062,TRUE,1695.278,0.341,,1695.278,0.341,0
Fri Feb  3 12:28:49 2017,30,-2.062,32.062,TRUE,1695.278,0.341,,1695.278,0.341,0
Fri Feb  3 12:28:52 2017,30,-2.062,32.062,TRUE,1695.278,0.341,,1695.278,0.341,0
Fri Feb  3 12:28:54 2017,30,-2.062,32.062,TRUE,1695.278,0.341,,1695.278,0.341,0
Fri Feb  3 12:28:57 2017,30,-2.062,32.062,TRUE,1695.278,0.342,,1695.278,0.342,0
Fri Feb  3 12:29:00 2017,30,-2.062,32.062,TRUE,1695.278,0.342,,1695.278,0.342,0
Fri Feb  3 12:29:03 2017,30,-2.125,32.125,TRUE,1698.609,0.342,,1698.609,0.342,0
Fri Feb  3 12:29:05 2017,30,-2.125,32.125,TRUE,1698.609,0.343,,1698.609,0.343,0
Fri Feb  3 12:29:08 2017,30,-2.062,32.062,TRUE,1695.278,0.343,,1695.278,0.343,0
Fri Feb  3 12:29:11 2017,30,-2.125,32.125,TRUE,1698.609,0.343,,1698.609,0.343,0
Fri Feb  3 12:29:14 2017,30,-2.062,32.062,TRUE,1695.278,0.343,,1695.278,0.343,0
Fri Feb  3 12:29:17 2017,30,-2.062,32.062,TRUE,1695.278,0.344,,1695.278,0.344,0
Fri Feb  3 12:29:19 2017,30,-2.062,32.062,TRUE,1695.278,0.344,,1695.278,0.344,0
Fri Feb  3 12:29:22 2017,30,-2.062,32.062,TRUE,1695.278,0.344,,1695.278,0.344,0
Fri Feb  3 12:29:25 2017,30,-2.062,32.062,TRUE,1695.278,0.344,,1695.278,0.344,0
Fri Feb  3 12:29:28 2017,30,-2.062,32.062,TRUE,1695.278,0.345,,1695.278,0.345,0
Fri Feb  3 12:29:30 2017,30,-2,32,TRUE,1692,0.345,,1692,0.345,0
Fri Feb  3 12:29:33 2017,30,-2,32,TRUE,1692,0.345,,1692,0.345,0
Fri Feb  3 12:29:36 2017,30,-2.062,32.062,TRUE,1695.278,0.346,,1695.278,0.346,0
Fri Feb  3 12:29:39 2017,30,-2,32,TRUE,1692,0.346,,1692,0.346,0
Fri Feb  3 12:29:41 2017,30,-2,32,TRUE,1692,0.346,,1692,0.346,0
Fri Feb  3 12:29:44 2017,30,-2.062,32.062,TRUE,1695.278,0.346,,1695.278,0.346,0
Fri Feb  3 12:29:47 2017,30,-2.062,32.062,TRUE,1695.278,0.347,,1695.278,0.347,0
Fri Feb  3 12:29:50 2017,30,-2.062,32.062,TRUE,1695.278,0.347,,1695.278,0.347,0
Fri Feb  3 12:29:53 2017,30,-2.062,32.062,TRUE,1695.278,0.347,,1695.278,0.347,0
Fri Feb  3 12:29:55 2017,30,-2.062,32.062,TRUE,1695.278,0.347,,1695.278,0.347,0
Fri Feb  3 12:29:58 2017,30,-2.062,32.062,TRUE,1695.278,0.348,,1695.278,0.348,0
Fri Feb  3 12:30:01 2017,30,-2.062,32.062,TRUE,1695.278,0.348,,1695.278,0.348,0
Fri Feb  3 12:30:04 2017,30,-2.062,32.062,TRUE,1695.278,0.348,,1695.278,0.348,0
Fri Feb  3 12:30:06 2017,30,-2.062,32.062,TRUE,1695.278,0.349,,1695.278,0.349,0
Fri Feb  3 12:30:09 2017,30,-2.062,32.062,TRUE,1695.278,0.349,,1695.278,0.349,0
Fri Feb  3 12:30:12 2017,30,-2.062,32.062,TRUE,1695.278,0.349,,1695.278,0.349,0
Fri Feb  3 12:30:15 2017,30,-2.062,32.062,TRUE,1695.278,0.35,,1695.278,0.35,0
Fri Feb  3 12:30:17 2017,30,-2.062,32.062,TRUE,1695.278,0.35,,1695.278,0.35,0
Fri Feb  3 12:30:20 2017,30,-2.062,32.062,TRUE,1695.278,0.35,,1695.278,0.35,0
Fri Feb  3 12:30:23 2017,30,-2.062,32.062,TRUE,1695.278,0.35,,1695.278,0.35,0
Fri Feb  3 12:30:26 2017,30,-2.062,32.062,TRUE,1695.278,0.351,,1695.278,0.351,0
Fri Feb  3 12:30:29 2017,30,-2.062,32.062,TRUE,1695.278,0.351,,1695.278,0.351,0
Fri Feb  3 12:30:31 2017,29.937,-2.062,31.999,TRUE,1691.947,0.351,,1691.947,0.351,0
Fri Feb  3 12:30:34 2017,30,-2.125,32.125,TRUE,1698.609,0.351,,1698.609,0.351,0
Fri Feb  3 12:30:37 2017,30,-2.062,32.062,TRUE,1695.278,0.352,,1695.278,0.352,0
Fri Feb  3 12:30:40 2017,30,-2.062,32.062,TRUE,1695.278,0.352,,1695.278,0.352,0
Fri Feb  3 12:30:42 2017,29.937,-2.062,31.999,TRUE,1691.947,0.352,,1691.947,0.352,0
Fri Feb  3 12:30:45 2017,30,-2.062,32.062,TRUE,1695.278,0.353,,1695.278,0.353,0
Fri Feb  3 12:30:48 2017,30,-2.062,32.062,TRUE,1695.278,0.353,,1695.278,0.353,0
Fri Feb  3 12:30:51 2017,29.937,-2.062,31.999,TRUE,1691.947,0.353,,1691.947,0.353,0
Fri Feb  3 12:30:54 2017,29.937,-2,31.937,TRUE,1688.669,0.353,,1688.669,0.353,0
Fri Feb  3 12:30:56 2017,30,-2,32,TRUE,1692,0.354,,1692,0.354,0
Fri Feb  3 12:30:59 2017,30,-2,32,TRUE,1692,0.354,,1692,0.354,0
Fri Feb  3 12:31:02 2017,30,-2,32,TRUE,1692,0.354,,1692,0.354,0
Fri Feb  3 12:31:05 2017,29.937,-2,31.937,TRUE,1688.669,0.354,,1688.669,0.354,0
Fri Feb  3 12:31:07 2017,29.937,-2,31.937,TRUE,1688.669,0.355,,1688.669,0.355,0
Fri Feb  3 12:31:10 2017,29.937,-2,31.937,TRUE,1688.669,0.355,,1688.669,0.355,0
Fri Feb  3 12:31:13 2017,29.937,-2,31.937,TRUE,1688.669,0.355,,1688.669,0.355,0
Fri Feb  3 12:31:16 2017,29.937,-2,31.937,TRUE,1688.669,0.356,,1688.669,0.356,0
Fri Feb  3 12:31:18 2017,29.937,-2.062,31.999,TRUE,1691.947,0.356,,1691.947,0.356,0
Fri Feb  3 12:31:21 2017,29.937,-2.062,31.999,TRUE,1691.947,0.356,,1691.947,0.356,0
Fri Feb  3 12:31:24 2017,30,-2,32,TRUE,1692,0.356,,1692,0.356,0
Fri Feb  3 12:31:27 2017,29.937,-2,31.937,TRUE,1688.669,0.357,,1688.669,0.357,0
Fri Feb  3 12:31:30 2017,29.937,-2.062,31.999,TRUE,1691.947,0.357,,1691.947,0.357,0
Fri Feb  3 12:31:32 2017,29.937,-2,31.937,TRUE,1688.669,0.357,,1688.669,0.357,0
Fri Feb  3 12:31:35 2017,29.937,-2.062,31.999,TRUE,1691.947,0.358,,1691.947,0.358,0
Fri Feb  3 12:31:38 2017,29.937,-2.062,31.999,TRUE,1691.947,0.358,,1691.947,0.358,0
Fri Feb  3 12:31:41 2017,29.937,-2.062,31.999,TRUE,1691.947,0.358,,1691.947,0.358,0
Fri Feb  3 12:31:43 2017,29.937,-2.062,31.999,TRUE,1691.947,0.358,,1691.947,0.358,0
Fri Feb  3 12:31:46 2017,30,-2.062,32.062,TRUE,1695.278,0.359,,1695.278,0.359,0
Fri Feb  3 12:31:49 2017,30,-2.062,32.062,TRUE,1695.278,0.359,,1695.278,0.359,0
Fri Feb  3 12:31:52 2017,29.937,-2.062,31.999,TRUE,1691.947,0.359,,1691.947,0.359,0
Fri Feb  3 12:31:55 2017,29.937,-2.062,31.999,TRUE,1691.947,0.36,,1691.947,0.36,0
Fri Feb  3 12:31:57 2017,29.937,-2.062,31.999,TRUE,1691.947,0.36,,1691.947,0.36,0
Fri Feb  3 12:32:00 2017,29.937,-2.062,31.999,TRUE,1691.947,0.36,,1691.947,0.36,0
Fri Feb  3 12:32:03 2017,29.937,-2.062,31.999,TRUE,1691.947,0.36,,1691.947,0.36,0
Fri Feb  3 12:32:06 2017,29.937,-2.125,32.062,TRUE,1695.278,0.361,,1695.278,0.361,0
Fri Feb  3 12:32:08 2017,29.937,-2.125,32.062,TRUE,1695.278,0.361,,1695.278,0.361,0
Fri Feb  3 12:32:11 2017,29.937,-2.125,32.062,TRUE,1695.278,0.361,,1695.278,0.361,0
Fri Feb  3 12:32:14 2017,29.937,-2.125,32.062,TRUE,1695.278,0.361,,1695.278,0.361,0
Fri Feb  3 12:32:17 2017,29.937,-2.125,32.062,TRUE,1695.278,0.362,,1695.278,0.362,0
Fri Feb  3 12:32:19 2017,29.937,-2.125,32.062,TRUE,1695.278,0.362,,1695.278,0.362,0
Fri Feb  3 12:32:22 2017,30,-2.125,32.125,TRUE,1698.609,0.362,,1698.609,0.362,0
Fri Feb  3 12:32:25 2017,29.937,-2.125,32.062,TRUE,1695.278,0.363,,1695.278,0.363,0
Fri Feb  3 12:32:28 2017,29.937,-2.125,32.062,TRUE,1695.278,0.363,,1695.278,0.363,0
Fri Feb  3 12:32:31 2017,30,-2.125,32.125,TRUE,1698.609,0.363,,1698.609,0.363,0
Fri Feb  3 12:32:33 2017,30,-2.125,32.125,TRUE,1698.609,0.363,,1698.609,0.363,0
Fri Feb  3 12:32:36 2017,29.937,-2.125,32.062,TRUE,1695.278,0.364,,1695.278,0.364,0
Fri Feb  3 12:32:39 2017,29.937,-2.125,32.062,TRUE,1695.278,0.364,,1695.278,0.364,0
Fri Feb  3 12:32:42 2017,29.937,-2.125,32.062,TRUE,1695.278,0.364,,1695.278,0.364,0
Fri Feb  3 12:32:44 2017,29.937,-2.125,32.062,TRUE,1695.278,0.365,,1695.278,0.365,0
Fri Feb  3 12:32:47 2017,29.937,-2.125,32.062,TRUE,1695.278,0.365,,1695.278,0.365,0
Fri Feb  3 12:32:50 2017,29.937,-2.125,32.062,TRUE,1695.278,0.365,,1695.278,0.365,0
Fri Feb  3 12:32:53 2017,29.937,-2.062,31.999,TRUE,1691.947,0.365,,1691.947,0.365,0
Fri Feb  3 12:32:55 2017,29.937,-2.062,31.999,TRUE,1691.947,0.366,,1691.947,0.366,0
Fri Feb  3 12:32:58 2017,29.937,-2.062,31.999,TRUE,1691.947,0.366,,1691.947,0.366,0
Fri Feb  3 12:33:01 2017,29.937,-2.062,31.999,TRUE,1691.947,0.366,,1691.947,0.366,0
Fri Feb  3 12:33:04 2017,29.937,-2.062,31.999,TRUE,1691.947,0.367,,1691.947,0.367,0
Fri Feb  3 12:33:07 2017,29.937,-2.062,31.999,TRUE,1691.947,0.367,,1691.947,0.367,0
Fri Feb  3 12:33:09 2017,29.937,-2.062,31.999,TRUE,1691.947,0.367,,1691.947,0.367,0
Fri Feb  3 12:33:12 2017,29.937,-2.062,31.999,TRUE,1691.947,0.367,,1691.947,0.367,0
Fri Feb  3 12:33:15 2017,29.937,-2.062,31.999,TRUE,1691.947,0.368,,1691.947,0.368,0
Fri Feb  3 12:33:18 2017,29.937,-2.062,31.999,TRUE,1691.947,0.368,,1691.947,0.368,0
Fri Feb  3 12:33:20 2017,29.937,-2.062,31.999,TRUE,1691.947,0.368,,1691.947,0.368,0
Fri Feb  3 12:33:23 2017,29.937,-2.062,31.999,TRUE,1691.947,0.368,,1691.947,0.368,0
Fri Feb  3 12:33:26 2017,29.875,-2.125,32,TRUE,1692,0.369,,1692,0.369,0
Fri Feb  3 12:33:29 2017,29.937,-2.062,31.999,TRUE,1691.947,0.369,,1691.947,0.369,0
Fri Feb  3 12:33:31 2017,29.937,-2.062,31.999,TRUE,1691.947,0.369,,1691.947,0.369,0
Fri Feb  3 12:33:34 2017,29.875,-2.062,31.937,TRUE,1688.669,0.371,,1688.669,0.371,0
Fri Feb  3 12:33:37 2017,29.875,-2.062,31.937,TRUE,1688.669,0.371,,1688.669,0.371,0
Fri Feb  3 12:33:40 2017,29.875,-2.062,31.937,TRUE,1688.669,0.371,,1688.669,0.371,0
Fri Feb  3 12:33:43 2017,29.875,-2.125,32,TRUE,1692,0.372,,1692,0.372,0
Fri Feb  3 12:33:45 2017,29.875,-2.125,32,TRUE,1692,0.372,,1692,0.372,0
Fri Feb  3 12:33:48 2017,29.875,-2.125,32,TRUE,1692,0.372,,1692,0.372,0
Fri Feb  3 12:33:51 2017,29.875,-2.125,32,TRUE,1692,0.372,,1692,0.372,0
Fri Feb  3 12:33:54 2017,29.875,-2.125,32,TRUE,1692,0.373,,1692,0.373,0
Fri Feb  3 12:33:56 2017,29.875,-2.062,31.937,TRUE,1688.669,0.373,,1688.669,0.373,0
Fri Feb  3 12:33:59 2017,29.875,-2.125,32,TRUE,1692,0.373,,1692,0.373,0
Fri Feb  3 12:34:02 2017,29.875,-2.125,32,TRUE,1692,0.374,,1692,0.374,0
Fri Feb  3 12:34:05 2017,29.875,-2.125,32,TRUE,1692,0.374,,1692,0.374,0
Fri Feb  3 12:34:08 2017,29.875,-2.125,32,TRUE,1692,0.374,,1692,0.374,0
Fri Feb  3 12:34:10 2017,29.875,-2.062,31.937,TRUE,1688.669,0.374,,1688.669,0.374,0
Fri Feb  3 12:34:13 2017,29.875,-2.062,31.937,TRUE,1688.669,0.375,,1688.669,0.375,0
Fri Feb  3 12:34:16 2017,29.875,-2.062,31.937,TRUE,1688.669,0.375,,1688.669,0.375,0
Fri Feb  3 12:34:19 2017,29.875,-2.062,31.937,TRUE,1688.669,0.375,,1688.669,0.375,0
Fri Feb  3 12:34:21 2017,29.875,-2.062,31.937,TRUE,1688.669,0.376,,1688.669,0.376,0
Fri Feb  3 12:34:24 2017,29.875,-2.062,31.937,TRUE,1688.669,0.376,,1688.669,0.376,0
Fri Feb  3 12:34:27 2017,29.875,-2.062,31.937,TRUE,1688.669,0.376,,1688.669,0.376,0
Fri Feb  3 12:34:30 2017,29.875,-2.062,31.937,TRUE,1688.669,0.376,,1688.669,0.376,0
Fri Feb  3 12:34:32 2017,29.875,-2.062,31.937,TRUE,1688.669,0.377,,1688.669,0.377,0
Fri Feb  3 12:34:35 2017,29.875,-2.062,31.937,TRUE,1688.669,0.377,,1688.669,0.377,0
Fri Feb  3 12:34:38 2017,29.875,-2.062,31.937,TRUE,1688.669,0.377,,1688.669,0.377,0
Fri Feb  3 12:34:41 2017,29.875,-2.062,31.937,TRUE,1688.669,0.377,,1688.669,0.377,0
Fri Feb  3 12:34:44 2017,29.875,-2.062,31.937,TRUE,1688.669,0.378,,1688.669,0.378,0
Fri Feb  3 12:34:46 2017,29.875,-2.062,31.937,TRUE,1688.669,0.378,,1688.669,0.378,0
Fri Feb  3 12:34:49 2017,29.875,-2.062,31.937,TRUE,1688.669,0.378,,1688.669,0.378,0
Fri Feb  3 12:34:52 2017,29.812,-2.062,31.874,TRUE,1685.338,0.379,,1685.338,0.379,0
Fri Feb  3 12:34:55 2017,29.875,-2.125,32,TRUE,1692,0.379,,1692,0.379,0
Fri Feb  3 12:34:57 2017,29.875,-2.125,32,TRUE,1692,0.379,,1692,0.379,0
Fri Feb  3 12:35:00 2017,29.875,-2.125,32,TRUE,1692,0.379,,1692,0.379,0
Fri Feb  3 12:35:03 2017,29.875,-2.062,31.937,TRUE,1688.669,0.38,,1688.669,0.38,0
Fri Feb  3 12:35:06 2017,29.875,-2.125,32,TRUE,1692,0.38,,1692,0.38,0
Fri Feb  3 12:35:09 2017,29.875,-2.125,32,TRUE,1692,0.38,,1692,0.38,0
Fri Feb  3 12:35:11 2017,29.875,-2.125,32,TRUE,1692,0.381,,1692,0.381,0
Fri Feb  3 12:35:14 2017,29.812,-2.125,31.937,TRUE,1688.669,0.381,,1688.669,0.381,0
Fri Feb  3 12:35:17 2017,29.875,-2.125,32,TRUE,1692,0.381,,1692,0.381,0
Fri Feb  3 12:35:20 2017,29.875,-2.125,32,TRUE,1692,0.381,,1692,0.381,0
Fri Feb  3 12:35:22 2017,29.875,-2.125,32,TRUE,1692,0.382,,1692,0.382,0
Fri Feb  3 12:35:25 2017,29.875,-2.125,32,TRUE,1692,0.382,,1692,0.382,0
Fri Feb  3 12:35:28 2017,29.812,-2.125,31.937,TRUE,1688.669,0.382,,1688.669,0.382,0
Fri Feb  3 12:35:31 2017,29.812,-2.125,31.937,TRUE,1688.669,0.382,,1688.669,0.382,0
Fri Feb  3 12:35:33 2017,29.812,-2.062,31.874,TRUE,1685.338,0.383,,1685.338,0.383,0
Fri Feb  3 12:35:36 2017,29.875,-2.125,32,TRUE,1692,0.383,,1692,0.383,0
Fri Feb  3 12:35:39 2017,29.875,-2.125,32,TRUE,1692,0.383,,1692,0.383,0
Fri Feb  3 12:35:42 2017,29.812,-2.125,31.937,TRUE,1688.669,0.384,,1688.669,0.384,0
Fri Feb  3 12:35:45 2017,29.812,-2.125,31.937,TRUE,1688.669,0.384,,1688.669,0.384,0
Fri Feb  3 12:35:47 2017,29.812,-2.062,31.874,TRUE,1685.338,0.384,,1685.338,0.384,0
Fri Feb  3 12:35:50 2017,29.812,-2.062,31.874,TRUE,1685.338,0.384,,1685.338,0.384,0
Fri Feb  3 12:35:53 2017,29.875,-2.062,31.937,TRUE,1688.669,0.385,,1688.669,0.385,0
Fri Feb  3 12:35:56 2017,29.812,-2.062,31.874,TRUE,1685.338,0.385,,1685.338,0.385,0
Fri Feb  3 12:35:58 2017,29.812,-2.062,31.874,TRUE,1685.338,0.385,,1685.338,0.385,0
Fri Feb  3 12:36:01 2017,29.812,-2.062,31.874,TRUE,1685.338,0.386,,1685.338,0.386,0
Fri Feb  3 12:36:04 2017,29.812,-2.062,31.874,TRUE,1685.338,0.386,,1685.338,0.386,0
Fri Feb  3 12:36:07 2017,29.812,-2.062,31.874,TRUE,1685.338,0.386,,1685.338,0.386,0
Fri Feb  3 12:36:10 2017,29.812,-2.062,31.874,TRUE,1685.338,0.386,,1685.338,0.386,0
Fri Feb  3 12:36:13 2017,29.812,-2.062,31.874,TRUE,1685.338,0.387,,1685.338,0.387,0
Fri Feb  3 12:36:16 2017,29.812,-2.062,31.874,TRUE,1685.338,0.387,,1685.338,0.387,0
Fri Feb  3 12:36:19 2017,29.812,-2.062,31.874,TRUE,1685.338,0.387,,1685.338,0.387,0
Fri Feb  3 12:36:21 2017,29.812,-2.062,31.874,TRUE,1685.338,0.387,,1685.338,0.387,0
Fri Feb  3 12:36:24 2017,29.812,-2.062,31.874,TRUE,1685.338,0.388,,1685.338,0.388,0
Fri Feb  3 12:36:27 2017,29.812,-2.062,31.874,TRUE,1685.338,0.388,,1685.338,0.388,0
Fri Feb  3 12:36:30 2017,29.812,-2.062,31.874,TRUE,1685.338,0.388,,1685.338,0.388,0
Fri Feb  3 12:36:32 2017,29.812,-2.062,31.874,TRUE,1685.338,0.389,,1685.338,0.389,0
Fri Feb  3 12:36:35 2017,29.812,-2.062,31.874,TRUE,1685.338,0.389,,1685.338,0.389,0
Fri Feb  3 12:36:38 2017,29.812,-2.062,31.874,TRUE,1685.338,0.389,,1685.338,0.389,0
Fri Feb  3 12:36:41 2017,29.812,-2.062,31.874,TRUE,1685.338,0.39,,1685.338,0.39,0
Fri Feb  3 12:36:44 2017,29.812,-2.062,31.874,TRUE,1685.338,0.39,,1685.338,0.39,0
Fri Feb  3 12:36:46 2017,29.812,-2.062,31.874,TRUE,1685.338,0.39,,1685.338,0.39,0
Fri Feb  3 12:36:49 2017,29.812,-2.062,31.874,TRUE,1685.338,0.39,,1685.338,0.39,0
Fri Feb  3 12:36:52 2017,29.812,-2.062,31.874,TRUE,1685.338,0.391,,1685.338,0.391,0
Fri Feb  3 12:36:55 2017,29.812,-2.062,31.874,TRUE,1685.338,0.391,,1685.338,0.391,0
Fri Feb  3 12:36:57 2017,29.75,-2.062,31.812,TRUE,1682.06,0.391,,1682.06,0.391,0
Fri Feb  3 12:37:00 2017,29.75,-2,31.75,TRUE,1678.781,0.391,,1678.781,0.391,0
Fri Feb  3 12:37:03 2017,29.75,-2,31.75,TRUE,1678.781,0.392,,1678.781,0.392,0
Fri Feb  3 12:37:06 2017,29.75,-2,31.75,TRUE,1678.781,0.392,,1678.781,0.392,0
Fri Feb  3 12:37:08 2017,29.75,-2,31.75,TRUE,1678.781,0.392,,1678.781,0.392,0
Fri Feb  3 12:37:11 2017,29.75,-1.937,31.687,TRUE,1675.45,0.392,,1675.45,0.392,0
Fri Feb  3 12:37:14 2017,29.75,-2,31.75,TRUE,1678.781,0.393,,1678.781,0.393,0
Fri Feb  3 12:37:17 2017,29.75,-1.937,31.687,TRUE,1675.45,0.393,,1675.45,0.393,0
Fri Feb  3 12:37:20 2017,29.75,-1.937,31.687,TRUE,1675.45,0.393,,1675.45,0.393,0
Fri Feb  3 12:37:22 2017,29.75,-2,31.75,TRUE,1678.781,0.394,,1678.781,0.394,0
Fri Feb  3 12:37:25 2017,29.75,-2,31.75,TRUE,1678.781,0.394,,1678.781,0.394,0
Fri Feb  3 12:37:28 2017,29.75,-1.937,31.687,TRUE,1675.45,0.394,,1675.45,0.394,0
Fri Feb  3 12:37:31 2017,29.75,-2,31.75,TRUE,1678.781,0.394,,1678.781,0.394,0
Fri Feb  3 12:37:33 2017,29.75,-1.937,31.687,TRUE,1675.45,0.395,,1675.45,0.395,0
Fri Feb  3 12:37:36 2017,29.75,-2,31.75,TRUE,1678.781,0.397,,1678.781,0.397,0
Fri Feb  3 12:37:39 2017,29.75,-2,31.75,TRUE,1678.781,0.397,,1678.781,0.397,0
Fri Feb  3 12:37:42 2017,29.75,-2,31.75,TRUE,1678.781,0.397,,1678.781,0.397,0
Fri Feb  3 12:37:45 2017,29.687,-2,31.687,TRUE,1675.45,0.398,,1675.45,0.398,0
Fri Feb  3 12:37:47 2017,29.75,-2,31.75,TRUE,1678.781,0.398,,1678.781,0.398,0
Fri Feb  3 12:37:50 2017,29.687,-2,31.687,TRUE,1675.45,0.398,,1675.45,0.398,0
Fri Feb  3 12:37:53 2017,29.687,-2.062,31.749,TRUE,1678.728,0.398,,1678.728,0.398,0
Fri Feb  3 12:37:56 2017,29.687,-2.062,31.749,TRUE,1678.728,0.399,,1678.728,0.399,0
Fri Feb  3 12:37:58 2017,29.687,-2.062,31.749,TRUE,1678.728,0.399,,1678.728,0.399,0
Fri Feb  3 12:38:01 2017,29.687,-2.062,31.749,TRUE,1678.728,0.399,,1678.728,0.399,0
Fri Feb  3 12:38:04 2017,29.687,-2.062,31.749,TRUE,1678.728,0.4,,1678.728,0.4,0
Fri Feb  3 12:38:07 2017,29.687,-2.062,31.749,TRUE,1678.728,0.4,,1678.728,0.4,0
